document_id,filename,chunk_id,content,page_range,element_types,char_count,created_at
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,102,"-San Francisco columnist Herb Caen in 1992, describing the odds of the
Giants staying in San Francisco 1

Perhaps the most publicized and longest-running relocation saga took
place in the San Francisco Bay Area.
Curiously, setting aside the former
Oakland Raiders for a moment, San Francisco was one of the three
cities that were involved in the first ""modern-day"" relocations.
These are
referred to as the modern-day relocations because they were the first
moves made not simply for financial survival but for greater financial
success.
The relocation of franchises is not a new phenomenon.
In the forma-
tive years of professional sports leagues, during the first half of this cen-
tury, franchises moved frequently.",sentences_543-553,"text, paragraph",718,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,103,"2 Although the moves then were made
largely for financial reasons, they were not initiated for greater financial
gain but for actual financial survival.
In a few cases, franchises relocated
in order to join a new league.
Large cities such as Chicago, Boston, and
Cleveland lost sports teams as did smaller communities such as Grand
Rapids, Michigan, Kankakee, Illinois, Oshkosh, Wisconsin, Hammond,
Indiana, and Waterloo, Iowa.
3

The Baltimore Orioles were involved in what was probably the first
major franchise relocation.
In 1903, the original Baltimore Orioles,
which belonged to the National League, moved to New York and be-
came the New York Highlanders.
4 The Highlanders eventually became
the Yankees.",sentences_549-559,"text, paragraph",711,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,104,"Very few major United States cities have avoided participa-
tion in the pursuit of sports franchises.
The first major move by a franchise to increase profits was in the late

28 Chapter 4

1950s.
The highly successful Brooklyn Dodgers moved west to Los Ange-
les in 1958, followed that same year by the New York Giants, who went
to San Francisco.
Indeed, the move by the Dodgers is probably the most
infamous relocation of all time.
Although early movement of franchises between cities existed in the
then-minor sports of football and basketball, baseball had appeared
stable.
From the 1903 move by the Orioles until 1952, major league base-
ball teams stayed put.
5 However, in 1952, this serenity was disrupted by
the Boston Braves.",sentences_556-566,"text, table",734,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,105,"Their move to Milwaukee was the true precursor to
modern sports franchise movement.
The 1952 Boston Braves finished seventh in the National League, and
not many in Boston rooted for them.
The franchise drew only 281,278
fans during that year and unsuccessfully competed for fans with the
American League Red Sox, Boston's other major league baseball team.
6

With the dominating presence of the Red Sox and no upswing in fan
support in sight, the Braves realized that successful marketing of a sports
team is determined by the key sales factor cited in the old real estate
adage: ""location, location, location.
"" The Braves moved the team to Mil-
waukee, Wisconsin, in 1953, and there was almost an immediate turn-
around in fan support and related financial success.",sentences_561-571,"text, paragraph",767,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,106,"7 The 1953 Milwau-
kee Braves saw their attendance soar from 281,278 fans during their final
year in Boston to 1.
8 million fans during their first year in their new
home, and they also performed better on the field.
In 1953, the Braves
finished in second place.
8
The city of Milwaukee also benefitted, as the Braves reportedly
churned an additional $25.
3 million per year into the local economy.
9
Neither the city nor the franchise could foresee at that point, however,
that this success would not go on forever.
Little more than a dozen years
later, in 1966, the Braves left their Milwaukee home for Atlanta, Georgia.
Milwaukee was one of the first cities in this new era to finance the con-
struction of a new stadium to accommodate an incoming franchise.",sentences_569-579,"text, paragraph",761,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,107,"As a
result, having lured the Braves and then lost them, Milwaukee and the
Braves were the first city-team couple to enter an enchanted partnership
that at first seemed to be right out of Camelot; but, just as in the popular
musical of that time, the relationship was doomed once a new suitor ar-
rived.
Since then, it has become common for municipalities to finance
stadiums to either lure or keep teams, and private ownership of stadi-
ums has become the exception.
Other major league baseball teams witnessed this early success and de-
cided to relocate.
In 1954, the St.
Louis Browns moved to Baltimore and
became the new Orioles, and in 1955 the Philadelphia Athletics moved
to Kansas City for a brief hiatus until their next move to Oakland in
1968.",sentences_574-584,"text, paragraph",755,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,108,"These two teams suffered from basically the same syndrome as did

Shifts in the Bay Area, Part I: San Francisco 29

the Boston Braves; they were the ""second string"" team in a city, and they
moved because the cities seemed only able to support one of the two
franchises.
10 In these cases, though, the Athletics and the Browns / Ori-
oles simply remained poor-performing teams in new locations.
This franchise movement was apparently observed carefully by Brook-
lyn Dodger owner Walter O'Malley.
The Dodgers were in the unique
position of playing in one of the few cities that could, and usually did,
have sufficient fans to support three baseball franchises: the Dodgers,
Giants, and Yankees.
At the gate, the Dodgers and Yankees did excep-
tionally well.",sentences_579-589,"text, paragraph",756,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,109,"In earlier times the Giants had fared wellalso.
ll In 1957,
however, the Giants' attendance was down to 600,000 for the year.
12

The Yankees had few complaints, but the Dodgers and Giants were not
happy with their respective aging stadiums, Ebbetts Field and the Polo
Grounds.
13 This gripe would become commonplace among subsequent
team owners.
Dodgers owner O'Malley was determined to rectify the aged stadium
problem.
14 He was able to garner a unique level of support from his fel-
low team owners.
The league granted permission to move to a new city if
a new stadium was not built in Brooklyn.
The permission was only com-
plicated by the additional requirement that the Dodgers could move to
Los Angeles only if the New York Giants moved to San Francisco.",sentences_587-597,"text, paragraph",762,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,110,"15

That proviso brought Giants owner Horace Stoneham's hand to the
forefront.
O'Malley masterfully orchestrated a meeting between Stone-
ham and San Francisco Mayor George Christopher.
Around that same
time, Christopher stated,""They'll [the Giants] add at least $25 million
a year to our economy,"" thus positioning San Francisco in the fran-
chise game.
16
The league was not necessarily trying to give O'Malley any additional
leverage.
Its main concern was controlling the cost of team travel for
all league members.
With two teams on the West Coast, a West Coast
""swing"" by the primarily eastern-based teams would be more economi-
cal.
Another concern was the continuation of the rivalry between the
two teams that had been developed in New York.",sentences_594-604,"text, paragraph",749,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,111,"The crosstown rivalry
would be transposed to a cross-state rivalry.
The O'Malley organization showed an awareness of the power a sports
franchise can wield.
In an interview, then-Dodger executive Buzzie
Bavasi told Business Week, ""We feel the Dodgers belong in Brooklyn.
We
want to stay there.
Walter [O'Malley] will even put up $4 million, if the
city will put up the $3 million more it takes [to build a new stadium].
""
When asked what the Dodgers would do if the city refused, Bavasi re-
plied, ""Then we move.
"" 17 The final, telling response was to the query of
""Where?"" Bavasi broadcasted, ""[S]omewhere.
We'll have to.
Could be Jersey City.
Could be Montreal.
Could be Los Angeles.",sentences_605-615,"text, paragraph",686,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,112,""" 18 The

30 Chapter 4

Dodgers left an opening for others to bid for their presence while keep-
ing the pressure on both Brooklyn and Los Angeles.
Finally, the Giants
struck a deal with San Francisco, the Dodgers with Los Angeles, and in
1958, major league baseball arrived on the West Coast.
Dodger Stadium
was one of the few privately owned stadiums to be constructed during
this post-1950s era.
In addition, as the Bairn study cited in Chapter 2 in-
dicated, Dodger Stadium has been one of the few to operate profitably.
19
In response to those who questioned the impact of the Giants' move on
the youth of New York, Stoneham said, ""Tell the kids I haven't seen their
fathers at the ballpark lately.",sentences_610-620,"text, paragraph",703,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,113,""" 20
Shortly after these moves were announced, the press predicted more
moves resulting from the domino effect.
The most widely circulated story
had the Cincinnati Reds moving to New York to fill the void created by
the departure of the two franchises.
21 Reds owner Powell Crossley, Jr.
used the openings in New York in his campaign to have a new stadium
constructed in Cincinnati, telling a Cincinnati newspaper that the team
would leave ""if we can do better elsewhere.
"" 22
Ironically, in recent years, the Giants have had a grievance with San
Francisco similar to that of the Brooklyn Dodgers in 1958.
The main
problem is a cold, windy, and outdated stadium, Candlestick Park.
The
Giants, arguably, have made more than the traditional effort to stay in
San Francisco.",sentences_617-627,"text, paragraph",771,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,114,"Three times they have been involved with presenting mea-
sures to Bay Area voters to build a new stadium to keep the team in town.
Three times prior to a 1992 referendum, Bay Area voters refused.
2s

Bob Lurie, the owner of the Giants through 1992 and the leader in
the efforts to keep the team in the San Francisco area, obtained majority
interest in the team in 1976 at least in part to prevent it from moving to
Toronto.
24 In 1992, Lurie's Giants tried for the fourth time to stay in the
Bay Area.
Lurie made it clear that if this fourth measure did not pass,
he was not trying a fifth time.",sentences_622-632,"text, paragraph",595,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,115,"25 Measure G was placed before the tax-
payers of San Jose to provide the funds to build a stadium in the city,
the third-largest city in California behind Los Angeles and San Diego
and the eleventh largest in the country.
26 Apparently not fearing politi-
cal rebuke for spending on sports, SanJose Mayor Susan Hammer was a
leading supporter of the measure.
27 Measure G would have required the
city to.
spend millions on a $265-million project tQ bring the team to San
Jose.
28 On election day, Bob Lurie suffered his fourth strike-the mea-
sure failed, with only 45.
5 percent of the voters showing approval: 94,466
to 78,809.",sentences_628-638,"text, paragraph",629,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,116,"29 If the measure had passed, the stadium would have been
financed by increasing utility fees, with the average household utility fee
increasing 2 percent or $35 per year.
so There was a public-private part-
nership element to this measure.
Lurie agreed to pay $30 million toward
the SanJose venture and to cover any construction cost overruns.
S1

Shifts in the Bay Area, Part I: San Francisco 31

Following the defeat, Lurie stated that he had no choice but to move
the Giants to a new location.
He did not quote the Dodger's Buzzie
Bavasi, but he easily could have said, ""Somewhere.
"" 32 Even
then baseball Commissioner Fay Vincent, in a surprising action for a
commissioner who had spoken strongly against relocations, initially gave
his public support for a move by Lurie.",sentences_634-644,"text, paragraph",777,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,117,"33

San Francisco Mayor FrankJordan formed a ""blue-ribbon sports task
force,"" the not-so-unusual step in these situations, to study the problem.
34

San Francisco 4gers owner Eddie DeBartolo proposed that the Giants
and 4gers discuss constructing a new stadium in the city jointly.
Lurie
rejected this idea.
35 Other last-minute scrambling included twenty-seven
unions discussing the possibility of pulling $200 million from pension
funds to keep the team and sports agent Leigh Steinbergh trying to pull
together a group of investors to prevent the move.
36

It did not take long for Lurie to announce his decision to sell the fran-
chise and that the new owners would move the team to the Suncoast
Dome in Florida's Tampa Bay-St.
Petersburg area.",sentences_640-650,"text, paragraph",748,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,118,"The announcement
was made just over one month after the Bay Area voters rejected Lurie's
plan for a new stadium.
A group of five investors was prepared to pay
$111 million.
37

The sale was met by two predictable reactions: euphoria in the often-
scorned Tampa-St.
Petersburg area, and San Francisco Mayor FrankJor-
dan's vow to find a way to keep the team.
Jordan and others forecasted the
loss of the Giants at a cost of$30 million per year in revenues for the city.
38
A National League team cannot be relocated without the approval of
both fellow National League owners and eight of the fourteen American
League team owners.
39 The National League owners voted nine to four
to block the move to Florida.
It was also appropriately anticipated that
St.",sentences_648-658,"text, table",754,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,119,"Petersburg officials, citizens, and other interested parties would file
lawsuits for breach of contract on the part of Bob Lurie, violation of the
antitrust laws by Major League Baseball, or both.
40
In the 1960s and 1970s, financing stadiums through general obliga-
tion bonds approved by taxpayers was standard practice.
This was not
true in the 1990s.
41 In case Mayor Jordan did not get the message from
four taxpayer votes, when a rally was held in San Francisco to ""save the
team,"" only 1,500 people attended.
42
In the end a group headed by supermarket rnagnate Peter Magowan
stepped in and saved the day for San Francisco.
The group purchased
the Giants from Lurie, pledging to keep the team in San Francisco.
They
stayed and had their most successful season on the field in years.",sentences_655-665,"text, paragraph",789,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,120,"JZ Chapter 4

The San Francisco Seals: Early Relocation Law

San Francisco is not a hockey hotbed.
43 Until the arrival of Wayne
Gretzky in Los Angeles, hockey was viewed as largely an eastern and
northern (i.
, Canadian) sport.
44 However, San Francisco has experi-
enced hockey in the past.
One former Bay Area franchise was the San
Francisco Seals.
The Seals suffered in San Francisco from the obvious
marketing problems.
The Bay Area is not full of kids who skate on frozen
lakes and ponds each winter; because of the temperate climate, there are
no frozen lakes and ponds.
Without the development of a hockey cul-
ture, the Seals were not likely to flourish.",sentences_663-673,"text, paragraph",663,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,121,"The owners realized this and
decided that moving the team to a city where the hockey culture existed
and did not have to be cultivated would be the best alternative.
Vancou-
ver, British Columbia, expressed interest in the team.
To most people, a steely-minded business decision by a team owner to
make a move like this, a move to enable greater financial rewards, makes
perfect sense.
The problem the Seals encountered was the National
Hockey League rule against unilateral relocations.
The relevant portions
of the NHL constitution provided the following:

Section 4.
1 (c):""Home Territory,"" with respect to any member, means: Each
Member Club shall have exclusive territorial rights in the city in which it is
located and within fifty miles of that city's corporate limits.
Section 4.",sentences_670-680,"text, paragraph",787,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,122,"2: Territorial Rights of League.
The League shall have exclusive con-
trol of the playing of hockey games by member clubs in the home territory of
each member, subject to the rights hereinafter granted to members.
The mem-
bers shall have the right to and agree to operate professional hockey clubs and
play the League schedule in their respective cities or boroughs as indicated
opposite their signatures hereto.
No member shall transfer its club and franchise
to a different city or borough.
No additional cities or boroughs shall be added
to the League circuit without the consent of three-fourths of all the members
of the League.
Any admission of new members with franchises to operate in any
additional cities or boroughs shall be subject to the provisions of Section 4.
Section 4.",sentences_677-687,"text, paragraph",787,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,123,"3: Territorial Rights of Members.
Each member shall have exclusive
control of the playing of hockey games within its home territory including, but
not being limited to, the playing in such home territory of hockey games by
any teams owned or controlled by such member or by other members of the
League.
45

The league owners voted against the Seals' relocation.
The owners
probably believed that some team must serve as the explorer, the edu-
cator, the marketer, the sacrifice in the market that showed resistance
to hockey culture.
To have a truly national audience for hockey, Califor-
nians had to be developed into fans.
If the Seals moved, then whatever
major league impact or exposure was occurring in northern California

Shifts in the Bay Area, Part 1: San Francisco 33

would be lost.",sentences_683-693,"text, paragraph",794,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,124,"A general goal of a sports league is to create new fans
by placing teams in various regions.
46 A major benefit of placing teams
in many geographical regions is the increased amount that can be de-
manded from a television network because of the increased number of
potential viewers.
The increased number of viewers will enable broad-
casters to charge potential advertisers more in ad fees.",sentences_686-696,"text, paragraph",392,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,125,"To some extent this decision may seem counterintuitive-do not both
the league and the individual team owner have the same goal of making
as much money from each franchise as possible? If a team can have
greater financial success in another city, would not the league then be
better off as well? Apparently, the location of teams in various geographic
locations overrides the importance of an individual team's greater finan-
cial success - the marketing of the whole league to a large market is what
is most important.
47

This attitude is easier to understand in conjunction with the previ-
ously discussed methods used by the leagues to share revenues.",sentences_688-698,"text, paragraph",654,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,126,"48 There
are limited sources of income for a professional sports franchise: net-
work television and radio revenues, local television and radio revenues,
ticket sales, concessions, parking, and merchandising.
49 All of these reve-
nue sources, except for the network revenues, are highly dependent on
the city or region that the individual team calls home.
In contrast, the
network revenues do not depend on anyone owner's success, but on the
success of the league as a whole, since these revenues are shared among
the league members.
When the Seals were denied permission to move to Vancouver by the
National Hockey League Board of Governors, the team filed an anti-
trust lawsuit against the NHL.",sentences_692-702,"text, paragraph",698,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,127,"50 The Seals based its legal theory on the
Sherman Act, asserting that denial of the right to relocate constituted a
violation of section 1 of the Act, which considers it an illegal ""restraint of
trade"" not to allow the owner of a business to move.
51 The Seals owners
also alleged a violation of section 2 of the Act, arguing that this restraint
by the NHL constituted an attempted monopolization of the sport of
hockey.
Litigation on these issues in 1974 was virtually nonexistent.",sentences_695-705,"text, paragraph",483,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,128,"AHarvard
Law Review article, ""The Super Bowl and the Sherman Act: Professional
Team Sports and the Antitrust Laws,"" briefly and theoretically examined
the problem in 1967,52 speculating that any league regulations ""which re-
strict an owner's ability to shift his franchise-at least to a new territory-
should be held illegal.
"" 53 The argument was that the league restriction
against relocations was illegal on its face and that any restraint on this
severely violated the antitrust laws outright without the need for any fur-
ther analysis.
The Harvard Law Review article stated:

34 Chapter 4

Territorial restraints are traditionally considered per se illegal [illegal on their
face], for the division of markets necessarily has the effect of eliminating compe-
tition.",sentences_698-708,"text, paragraph",773,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,129,"There seems to be no reason why these restraints are particularly justified
in the sports context, at least when a team is moving into virgin territory.
54

This nascent view of the sports franchise relocation issue initially did
not garner the support of the>courts.
The evolution of the law in this case
as well as in the other Bay Area cases reveals the internal law by which a
league and the teams must abide.
This information is important in order
to understand just what a team can legally do in terms of unilaterally re-
locating.
Of course, from the viewpoint of a city, it makes no economic
sense to pursue a team that legally cannot relocate.
The decision by the
court in Seals made any city's pursuit of a professional sports franchise a
far more risky exercise.",sentences_704-714,"text, paragraph",773,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,130,"In response to the Seals' argument that the exclusive allocation of ter-
ritories violated the Sherman Act, the court held the line of cases in sup-
port of the Seals' proposition inapplicable to a sports league.
The court
said that the past cases

[a]ll deal with combinations of independent business enterprises competing eco-
nomically with each other and with other businesses not included in the com-
bination.
In the case before us the parties are not economic competitors,
and the territorial restraints of which the plaintiff [the Seals] complains have no
effect upon trade or commerce in this relevant market.
55

The court essentially viewed the NHL, and apparently any league, as
a ""single entity.",sentences_708-718,"text, paragraph",708,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,131,""" The logic was that for an antitrust violation to occur,
there must be two actors-Macy's must act in an anticompetitive man-
ner toward Gimbel's, but if Macy's makes an internal decision that nega-
tively impacts their own shoe department, there is no violation of the
law.
When the parties are not economic competitors, as the court con-
cluded was the case in Seals, then surely there cannot be an antitrust
violation.
56 The teams are all in the same business, and they need each
other for competition.
Without competition from the other teams, there
is no business.
The argument contends that even though the teams oper-
ate separately, they actually work together as a single entity.",sentences_713-723,"text, paragraph",689,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,132,"The Sherman Act section 2 violation argument by the Seals was that
by not allowing the move, the NHL was conspiring to monopolize the
sport of hockey-to keep any other league from forming.
Presumably,
the positioning and ""imprisonment"" of the Seals in San Francisco was
part of the NHL's monopolization plan.
The theory may have been correct, but the court held that the Seals
franchise was the wrong party to bring the action because it lacked stand-
ing to sue.
Under the legal concept of standing, only the party actually

Shifts in the Bay Area, Part I: San Francisco 35

injured by a particular act has the right, or standing, to go fOIWard with
the lawsuit.",sentences_717-727,"text, paragraph",663,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,133,"In the Seals scenario, the party injured by the action of the
NHL in relation to monopolization must be a competing league, not a
member of the league and hence an apparent coconspirator.
Antitrust law holds further in section 4 of the Clayton Act:

Any person who shall be injured in his business or property lJy reason ofanything
forbidden in the antitrust laws may sue therefore [emphasis added].
57

The ""by reason of"" passage destroyed the Seals' standing.
Past cases
have held that in order to show that the antitrust injury was by reason
of the forbidden act, the plaintiff must be within the ""target area"" of the
defendant.
58 The target area in the case of a section 2 violation was a
rival hockey league, so only a rival league, not the San Francisco Seals,
had standing to bring the case.",sentences_722-732,"text, paragraph",799,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,134,"59

The law in 1974 required the Seals, and apparently all other profes-
sional sports franchises, not to relocate without league permission.
So
if a league was not amenable, the pursuit of a franchise appeared to be
a waste of municipal funds.
Indeed, the National Football League had
seen no franchise movements since 1960.
As the next chapter sets forth,
the saga of the (then) Oakland Raiders football franchise would change
all that.
Chapter 5
Shifts in the Bay Area,
Part Z: Oakland

You need some money to give to an owner to [get him to] move
his club.
Otherwise, they couldn't get an existing team.
That's my
opinion.",sentences_729-739,"text, paragraph",626,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,135,"- Los Angeles Raiders owner Al Davis in a 1987 interview, on how the city of
Oakland might attract a football team 1

Al Davis, the managing general partner of the Los Angeles Raiders, has
long been referred to by many members of the media and by fans as a
maverick owner.
Some say his image is projected through the Raiders
team, which has long accepted the castoffs of other teams, sports the
color black, and has a logo featuring a rugged caricature with a skull
and crossbones image and a patch over one eye.
Davis's success, how-
ever, cannot be disputed.
While in Oakland, the franchise had thirteen
consecutive sellout seasons.",sentences_733-743,"text, paragraph",634,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,136,"By the end of the 1970s, Davis had apparently decided that his team
would have greater overall financial success in the Los Angeles market
than it had been having in the Bay Area.
2 Although the Raiders won
world championships and consistently sold out their home games at the
Oakland-Alameda Coliseum, Davis saw greener pastures in the south-
ern portion of the state.
The Oakland Coliseum lease expired at the
end of the 1979 season.
If Davis initially had only vague dreams of mov-
ing to Los Angeles, those dreams became vivid in 1980.
It was then that
the Los Angeles Rams franchise moved from the Los Angeles Memorial
Coliseum to Anaheim Stadium, approximately fifty miles south of Los
Angeles.",sentences_738-748,"text, paragraph",700,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,137,"s It was this move that converted the Los Angeles Memorial Coli-
seum Commission (LAMCC) into a willing suitor.
The Coliseum in Los
Angeles, with a capacity of 92,000 fans, dwarfed the Oakland-Alameda

Shifts in the Bay Area, Part Z: Oakland 37

Coliseum's capacity of a little over 54,000 and was the ""Grand Duchess""
of sports facilities.
4 The Los Angeles Coliseum was able to offer Davis a
luxury box package that would gross him $5 million per year once they
were constructed, whereas Oakland's best offer only grossed $1.
6 mil-
lion per year.
5 Site of the 1932 Olympics and the initial home of the Los
Angeles Dodgers following their move from Brooklyn, the Los Angeles
Memorial Coliseum boasted a history that no other facility could claim.",sentences_743-753,"text, paragraph",748,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,138,"The LAMCC was notorious for moving at the pace of the average
ill-regarded political body.
6 When the Rams put the stadium game in
motion, the commission simply could not offer satisfactory terms to re-
tain the franchise.
An undercurrent to the negotiations, particularly in
the Mrican-American community, was the perception that the Rams
were not pleased with the direction the neighborhood had taken-it
was predominantly black-or the complexion of the fans who began to
fill the stadium seats-Mrican-American and Latino.
7 Demographically,
Anaheim in Orange County was 180 degrees removed from the South
Central Los Angeles Coliseum.",sentences_747-757,"text, paragraph",636,2025-06-27T17:19:51.074392+00:00
9a022532-f3dc-4224-a7f6-567bdafca4e0,_OceanofPDF.com_The_Sports_Franchise_Game_-_Kenneth_L_Shropshire.pdf,139,"In 1980, at the time of the move by the
Rams, the Los Angeles street conversations in sport focused on the shift
from the growing black and Latino inner-city crowd in 'Los Angeles to
the leisure-suit-clad, white, suburban Orange County crowd.
This flight-to-the-suburbs issue is, of course, not unique to Los Ange-
les.
Often, there is simply no suitable site within a city's limits to build a
new facility, and in those circumstances the flight may be justified.
How-
ever, some cities have constructed, or plan to construct, new facilities
on the site of existing inner-city ballparks.
Comiskey Park in Chicago is
a prime example.
The new Comiskey was built next to the old one.",sentences_753-763,"text, table",680,2025-06-27T17:19:51.074392+00:00
